Traffic_Level,ID,Weather,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Ratings,temperature,humidity,precipitation,Distance (km),Delivery Time (m)
High,31EB,overcast clouds,Meal,motorcycle,25,4.9,28.31,82.0,0.0,14.08,41.55
High,A71C,clear sky,Meal,motorcycle,23,4.6,22.27,44.0,0.0,22.02,40.5
High,A4DF,haze,Snack,motorcycle,27,4.7,26.26,73.0,0.0,29.81,4.868.333.333
High,AB29,haze,Snack,scooter,26,4.2,23.91,64.0,0.0,27.44,46.25
High,1246,haze,Snack,motorcycle,24,4.9,22.88,73.0,0.0,14.79,4.601.666.667
High,8EB4,smoke,Buffet,scooter,24,5.0,27.54,57.0,0.0,11.65,4.403.333.333
High,8214,haze,Drinks,scooter,39,4.1,23.99,64.0,0.0,14.01,4.243.333.333
High,6DC2,clear sky,Drinks,electric_scooter,38,4.7,20.76,68.0,0.0,17.77,41.35
High,99CF,clear sky,Meal,scooter,21,4.7,20.4,68.0,0.0,25.16,4.058.333.333
High,1111,mist,Drinks,motorcycle,23,4.7,24.95,73.0,0.0,13.57,4.491.666.667
High,7E8D,clear sky,Snack,motorcycle,20,4.4,24.91,43.0,0.0,20.43,4.771.666.667
High,9826,smoke,Meal,scooter,34,4.7,27.97,57.0,0.0,16.05,4.691.666.667
High,8F8A,haze,Buffet,scooter,20,4.9,22.08,60.0,0.0,13.69,3.638.333.333
High,7.20E+07,clear sky,Meal,motorcycle,24,4.5,22.23,44.0,0.0,19.18,36.9
High,97B5,haze,Snack,scooter,31,3.6,26.06,73.0,0.0,13.97,3.733.333.333
High,33FC,mist,Snack,motorcycle,30,4.9,20.21,83.0,0.0,17.3,5.133.333.333
High,9F2F,clear sky,Snack,scooter,25,4.5,20.79,68.0,0.0,18.74,3.768.333.333
High,83CC,clear sky,Drinks,motorcycle,38,4.5,24.93,43.0,0.0,21.96,5.246.666.667
High,9EDD,haze,Buffet,motorcycle,21,4.5,22.19,73.0,0.0,11.71,3.588.333.333
High,2719,clear sky,Drinks,electric_scooter,38,5.0,20.74,68.0,0.0,15.19,40.15
High,55AF,mist,Snack,motorcycle,29,5.0,28.24,81.0,0.0,11.38,39.85
High,85B3,haze,Drinks,motorcycle,28,4.7,22.82,60.0,0.0,16.69,49.15
High,9197,haze,Drinks,scooter,23,5.0,22.86,60.0,0.0,16.9,5.148.333.333
High,72B4,smoke,Snack,motorcycle,36,4.8,27.71,57.0,0.0,21.32,4.786.666.667
High,3AC0,clear sky,Meal,scooter,34,4.1,22.88,48.0,0.0,15.44,3.918.333.333
High,740F,mist,Buffet,scooter,25,4.6,24.94,73.0,0.0,12.5,3.606.666.667
High,B49F,haze,Snack,motorcycle,36,4.1,22.6,73.0,0.0,11.15,3.901.666.667
High,3F97,mist,Snack,motorcycle,21,4.5,24.92,73.0,0.0,13.94,38.5
High,17D5,clear sky,Drinks,scooter,34,4.9,20.78,68.0,0.0,17.34,4.451.666.667
High,5FE5,haze,Meal,motorcycle,24,4.2,23.83,46.0,0.0,13.19,3.478.333.333
High,8171,clear sky,Buffet,scooter,26,4.7,20.27,68.0,0.0,22.84,4.073.333.333
High,4D27,clear sky,Drinks,motorcycle,34,4.3,24.9,43.0,0.0,17.82,4.731.666.667
High,CBC2,clear sky,Meal,motorcycle,22,4.9,25.63,42.0,0.0,11.35,36.65
High,39C8,clear sky,Meal,scooter,32,4.1,20.71,68.0,0.0,16.46,3.288.333.333
High,4C3B,mist,Drinks,scooter,23,4.6,24.94,73.0,0.0,14.0,4.873.333.333
High,DD2,haze,Buffet,scooter,29,4.6,23.01,73.0,0.0,13.71,39.65
High,3DDF,smoke,Meal,scooter,22,4.8,27.64,57.0,0.0,12.1,42.85
High,9518,clear sky,Drinks,scooter,27,4.7,20.53,68.0,0.0,26.27,50.7
High,3B5D,clear sky,Meal,scooter,31,4.2,20.63,67.0,0.0,23.28,3.653.333.333
High,5957,haze,Drinks,electric_scooter,30,4.8,23.9,46.0,0.0,11.06,4.118.333.333
High,2756,clear sky,Buffet,scooter,26,4.8,24.9,43.0,0.0,20.19,47.15
High,C59B,clear sky,Buffet,scooter,32,5.0,25.74,37.0,0.0,21.22,3.518.333.333
High,CD19,clear sky,Drinks,motorcycle,32,4.7,25.65,37.0,0.0,8.24,4.341.666.667
High,BD69,clear sky,Meal,motorcycle,39,4.2,20.79,68.0,0.0,18.74,33.9
High,7563,haze,Buffet,motorcycle,26,4.9,23.91,64.0,0.0,24.27,43.25
High,3129,haze,Buffet,scooter,31,4.7,23.81,46.0,0.0,10.64,36.3
High,5A0A,clear sky,Meal,motorcycle,38,4.7,23.03,48.0,0.0,12.63,34.35
High,5.70E+06,smoke,Buffet,scooter,35,4.7,27.03,57.0,0.0,8.97,4.733.333.333
High,6B3F,clear sky,Snack,motorcycle,28,5.0,20.21,68.0,0.0,24.99,3.718.333.333
High,7B00,haze,Snack,scooter,36,4.9,22.05,60.0,0.0,11.67,38.55
High,3EDC,mist,Drinks,motorcycle,25,4.8,20.21,83.0,0.0,9.19,4.573.333.333
High,2257,haze,Snack,motorcycle,22,4.6,23.99,46.0,0.0,15.2,4.436.666.667
High,549A,haze,Meal,motorcycle,20,4.1,23.99,64.0,0.0,13.82,32.95
High,1B9C,haze,Meal,scooter,21,4.5,22.53,73.0,0.0,10.61,4.206.666.667
High,8DA,smoke,Drinks,motorcycle,29,4.6,27.94,57.0,0.0,11.03,5.408.333.333
High,3769,haze,Buffet,motorcycle,25,4.9,22.59,73.0,0.0,12.5,4.013.333.333
High,DB1F,scattered clouds,Buffet,electric_scooter,24,4.8,28.89,67.0,0.0,21.09,4.093.333.333
High,3DAB,haze,Buffet,scooter,28,4.5,23.92,64.0,0.0,23.78,4.151.666.667
High,C697,clear sky,Drinks,motorcycle,35,5.0,25.62,42.0,0.0,10.83,45.15
High,1C49,mist,Meal,motorcycle,35,4.8,20.21,83.0,0.0,15.92,3.636.666.667
High,43F8,haze,Drinks,scooter,39,4.2,22.73,60.0,0.0,17.95,55.1
High,2D8B,haze,Meal,scooter,35,5.0,26.1,73.0,0.0,18.06,35.65
High,B344,clear sky,Buffet,scooter,21,4.7,24.87,42.0,0.0,22.99,4.758.333.333
High,73BA,haze,Meal,electric_scooter,23,4.6,22.18,60.0,0.0,17.09,41.5
High,CB22,clear sky,Buffet,motorcycle,39,4.8,25.74,37.0,0.0,20.76,34.25
High,6D5A,clear sky,Drinks,motorcycle,33,4.9,22.97,48.0,0.0,14.79,42.4
High,CFBD,light rain,Snack,motorcycle,32,4.8,24.86,87.0,0.44,15.29,#VALUE!
High,1.40E+01,mist,Drinks,motorcycle,31,4.5,20.22,83.0,0.0,11.46,50.35
High,7A0A,clear sky,Drinks,motorcycle,36,4.7,27.94,55.0,0.0,24.73,52.2
High,8A98,smoke,Snack,motorcycle,31,4.6,28.01,57.0,0.0,17.63,49.1
High,91A7,clear sky,Meal,scooter,31,4.6,20.54,68.0,0.0,12.35,31.7
High,22D1,haze,Drinks,motorcycle,32,4.0,22.8,72.0,0.0,8.22,47.2
High,6F87,clear sky,Buffet,scooter,25,4.6,24.93,43.0,0.0,21.96,45.4
High,BC41,mist,Snack,motorcycle,26,4.7,20.22,83.0,0.0,10.01,44
High,86EF,clear sky,Snack,motorcycle,36,4.7,23.49,47.0,0.0,23.62,4.908.333.333
High,B45A,clear sky,Snack,scooter,34,3.5,20.76,68.0,0.0,18.11,3.751.666.667
High,7E3C,clear sky,Drinks,motorcycle,27,4.9,20.71,68.0,0.0,16.25,4.133.333.333
High,71BD,smoke,Drinks,motorcycle,29,4.5,28.01,57.0,0.0,12.0,4.611.666.667
High,437E,haze,Meal,scooter,30,4.6,26.06,73.0,0.0,12.88,3.408.333.333
High,4A89,haze,Buffet,motorcycle,35,4.4,22.75,60.0,0.0,15.78,4.161.666.667
High,36EC,clear sky,Meal,motorcycle,26,4.7,28.05,50.0,0.0,20.97,4.431.666.667
High,CD7F,haze,Buffet,motorcycle,38,4.9,28.03,65.0,0.0,11.84,3.896.666.667
High,C46C,clear sky,Drinks,motorcycle,34,5.0,24.99,44.0,0.0,20.91,5.416.666.667
High,C3CE,light rain,Meal,scooter,20,4.9,25.27,84.0,0.42,13.57,#VALUE!
High,E10C,clear sky,Buffet,motorcycle,22,4.5,25.23,44.0,0.0,15.29,37.8
High,8921,clear sky,Meal,electric_scooter,35,4.1,23.43,47.0,0.0,15.3,41.7
High,B0E6,haze,Snack,electric_scooter,26,4.7,23.29,46.0,0.0,14.58,42.7
High,4DEB,clear sky,Meal,motorcycle,22,4.8,20.4,68.0,0.0,25.68,45.45
High,3CFD,haze,Drinks,motorcycle,39,4.6,25.75,73.0,0.0,14.21,4.386.666.667
High,5CD2,smoke,Snack,motorcycle,21,4.6,27.14,57.0,0.0,13.16,4.653.333.333
High,5072,haze,Meal,motorcycle,33,4.6,23.97,64.0,0.0,18.12,3.331.666.667
High,7ACA,haze,Meal,scooter,27,4.6,23.99,64.0,0.0,16.24,3.478.333.333
High,5700,clear sky,Buffet,motorcycle,36,5.0,23.96,28.0,0.0,17.04,46.15
High,BD38,scattered clouds,Drinks,motorcycle,34,4.2,19.92,63.0,0.0,19.93,4.706.666.667
High,5302,clear sky,Drinks,scooter,36,4.8,22.86,48.0,0.0,15.0,5.341.666.667
High,7B2E,haze,Snack,motorcycle,21,5.0,23.97,46.0,0.0,17.01,4.928.333.333
High,1046,haze,Drinks,scooter,35,4.6,22.92,60.0,0.0,12.87,41.6
High,DFCD,clear sky,Meal,motorcycle,39,4.7,25.69,37.0,0.0,24.63,3.651.666.667
High,400B,smoke,Buffet,motorcycle,37,4.8,27.95,57.0,0.0,11.96,4.363.333.333
High,3984,clear sky,Snack,scooter,21,4.8,24.91,43.0,0.0,17.47,4.066.666.667
High,4547,clear sky,Meal,motorcycle,26,4.6,20.51,68.0,0.0,14.64,3.883.333.333
High,28F9,haze,Meal,scooter,21,4.5,23.98,46.0,0.0,17.93,4.161.666.667
High,D56D,clear sky,Snack,motorcycle,22,4.9,22.32,42.0,0.0,14.64,36
High,B4F0,clear sky,Meal,motorcycle,29,4.0,20.42,68.0,0.0,16.95,43
High,A9AD,haze,Buffet,scooter,26,4.8,26.06,73.0,0.0,14.32,37.9
High,583C,smoke,Meal,motorcycle,37,4.7,28.01,57.0,0.0,10.43,3.836.666.667
High,A355,clear sky,Meal,motorcycle,25,4.9,20.71,68.0,0.0,16.46,3.328.333.333
High,5ECE,haze,Drinks,scooter,31,3.8,22.59,73.0,0.0,12.5,4.661.666.667
High,3.00E+12,haze,Meal,motorcycle,29,4.5,22.75,60.0,0.0,12.32,3.926.666.667
High,117B,scattered clouds,Snack,motorcycle,34,4.7,20.11,64.0,0.0,15.31,3.786.666.667
High,A8EE,haze,Meal,motorcycle,20,4.8,23.97,64.0,0.0,18.17,33.5
High,32AD,clear sky,Meal,scooter,29,4.6,23.72,28.0,0.0,15.56,37.75
High,BE03,haze,Drinks,motorcycle,20,4.1,25.95,73.0,0.0,14.52,4.498.333.333
High,45CB,mist,Drinks,motorcycle,27,4.8,24.95,73.0,0.0,13.57,4.478.333.333
High,94A6,clear sky,Drinks,motorcycle,25,4.2,22.88,48.0,0.0,12.02,4.496.666.667
High,C898,clear sky,Buffet,scooter,35,4.8,21.73,44.0,0.0,19.77,4.641.666.667
High,6CED,clear sky,Snack,motorcycle,32,4.7,20.07,68.0,0.0,25.55,4.666.666.667
High,9232,haze,Buffet,motorcycle,23,4.9,22.94,60.0,0.0,15.02,40
High,4FAF,mist,Drinks,scooter,35,3.7,20.15,83.0,0.0,15.26,4.683.333.333
High,B2E8,clear sky,Drinks,motorcycle,32,4.1,20.51,68.0,0.0,14.64,47.75
High,2B1F,haze,Snack,scooter,37,4.9,23.18,72.0,0.0,9.53,36.8
High,AAD2,haze,Drinks,motorcycle,30,4.6,23.91,64.0,0.0,24.3,50.25
High,60A4,overcast clouds,Buffet,motorcycle,39,4.6,28.32,82.0,0.0,10.91,3.898.333.333
High,58BC,mist,Drinks,scooter,35,4.4,20.17,83.0,0.0,15.49,4.871.666.667
High,647,haze,Drinks,motorcycle,29,4.6,22.93,73.0,0.0,16.25,5.191.666.667
High,5369,haze,Snack,scooter,25,4.9,25.94,73.0,0.0,17.81,46.25
High,B0D,mist,Meal,scooter,24,2.9,24.95,73.0,0.0,14.57,41.05
High,866F,clear sky,Snack,motorcycle,20,4.7,20.02,68.0,0.0,26.02,4.971.666.667
High,B57F,clear sky,Drinks,scooter,27,4.3,20.7,68.0,0.0,18.77,43.8
High,24F0,clear sky,Meal,motorcycle,34,4.4,24.94,44.0,0.0,14.52,35.3
High,985D,clear sky,Snack,motorcycle,31,3.4,22.95,48.0,0.0,18.69,48.05
High,3332,haze,Meal,electric_scooter,21,4.7,22.73,60.0,0.0,17.95,46
High,75F1,clear sky,Buffet,motorcycle,32,4.3,22.23,44.0,0.0,19.08,3.851.666.667
High,3046,haze,Meal,scooter,37,4.7,26.1,73.0,0.0,18.18,4.226.666.667
High,8024,mist,Meal,electric_scooter,35,4.9,24.92,73.0,0.0,14.03,3.506.666.667
High,3DFD,haze,Snack,motorcycle,21,4.1,23.65,46.0,0.0,9.11,37.6
High,15FE,clear sky,Buffet,scooter,36,4.2,20.51,68.0,0.0,13.86,41.6
High,38F7,clear sky,Snack,motorcycle,30,5.0,22.23,44.0,0.0,17.48,3.578.333.333
High,32D6,scattered clouds,Buffet,scooter,29,4.6,20.25,63.0,0.0,19.03,4.451.666.667
High,C435,haze,Meal,scooter,37,4.5,21.16,60.0,0.0,15.23,3.708.333.333
High,6809,haze,Meal,scooter,36,4.9,22.83,60.0,0.0,14.33,4.106.666.667
High,6DCF,mist,Meal,motorcycle,37,4.6,28.41,82.0,0.0,11.52,3.526.666.667
High,1242,clear sky,Buffet,scooter,36,4.8,20.4,68.0,0.0,22.23,3.668.333.333
High,B219,haze,Snack,motorcycle,29,4.5,23.89,46.0,0.0,11.34,38.7
High,8C17,haze,Snack,electric_scooter,27,4.5,22.75,60.0,0.0,17.06,5.036.666.667
High,CCEE,clear sky,Drinks,motorcycle,21,4.7,25.35,38.0,0.0,30.14,5.313.333.333
High,D45,clear sky,Snack,electric_scooter,29,4.6,23.93,29.0,0.0,16.25,4.671.666.667
High,BC0F,smoke,Snack,motorcycle,20,4.6,27.02,57.0,0.0,13.83,5.311.666.667
High,7B7D,mist,Snack,motorcycle,34,4.2,20.25,83.0,0.0,16.14,44.3
High,C26E,light rain,Buffet,scooter,20,4.8,24.72,87.0,0.44,18.84,#VALUE!
High,135E,haze,Snack,motorcycle,27,4.7,23.53,73.0,0.0,11.22,4.708.333.333
High,167B,mist,Snack,motorcycle,37,3.6,24.95,73.0,0.0,13.5,4.003.333.333
High,14F5,clear sky,Meal,electric_scooter,33,4.9,20.76,68.0,0.0,17.61,3.386.666.667
High,CBCC,clear sky,Drinks,electric_scooter,20,4.9,14.34,81.0,0.0,15.13,5.463.333.333
High,12D2,smoke,Meal,scooter,30,4.8,27.88,57.0,0.0,9.63,3.963.333.333
High,40C0,haze,Buffet,electric_scooter,25,4.8,22.69,60.0,0.0,13.79,40.8
High,2CF9,clear sky,Snack,motorcycle,36,4.3,22.25,44.0,0.0,22.02,4.831.666.667
High,D6E7,clear sky,Meal,motorcycle,20,4.8,21.93,43.0,0.0,14.06,3.653.333.333
High,3FAC,clear sky,Drinks,motorcycle,29,4.7,23.03,48.0,0.0,17.55,5.068.333.333
High,7F17,clear sky,Buffet,motorcycle,26,4.6,24.93,43.0,0.0,16.9,3.808.333.333
High,AAF5,clear sky,Drinks,motorcycle,30,4.7,23.03,48.0,0.0,13.34,4.966.666.667
High,F92,clear sky,Meal,scooter,22,4.9,22.27,44.0,0.0,21.74,3.993.333.333
High,929A,clear sky,Drinks,motorcycle,28,4.8,20.53,68.0,0.0,15.76,5.021.666.667
High,1266,clear sky,Drinks,motorcycle,35,4.8,20.45,68.0,0.0,26.02,5.241.666.667
High,45EE,haze,Buffet,motorcycle,24,4.6,23.83,46.0,0.0,14.49,3.911.666.667
High,D80C,clear sky,Meal,scooter,35,4.7,21.95,44.0,0.0,15.54,38.3
High,6169,clear sky,Meal,motorcycle,32,4.9,24.87,42.0,0.0,22.73,4.448.333.333
High,78B9,haze,Buffet,scooter,34,4.6,22.19,73.0,0.0,11.71,3.516.666.667
High,2441,mist,Buffet,motorcycle,20,4.8,24.95,73.0,0.0,13.5,37.95
High,9B57,haze,Snack,scooter,35,4.1,26.08,73.0,0.0,15.52,37.15
High,993A,scattered clouds,Drinks,scooter,25,4.9,20.21,62.0,0.0,21.11,5.221.666.667
High,AF6A,haze,Buffet,motorcycle,38,4.1,22.21,60.0,0.0,16.74,35.65
High,A60B,clear sky,Meal,motorcycle,29,5.0,20.21,68.0,0.0,24.99,3.256.666.667
High,6E1F,smoke,Meal,electric_scooter,38,5.0,27.97,57.0,0.0,8.8,3.766.666.667
High,B4D8,haze,Buffet,motorcycle,21,4.8,23.97,64.0,0.0,17.99,3.483.333.333
High,772B,mist,Snack,motorcycle,33,3.6,20.16,83.0,0.0,19.02,43.15
High,57AB,haze,Snack,scooter,27,4.6,22.21,60.0,0.0,14.29,3.606.666.667
High,4A1F,haze,Meal,scooter,30,4.8,22.74,46.0,0.0,8.95,32.5
High,DA99,haze,Drinks,motorcycle,25,4.9,27.98,65.0,0.0,15.13,4.691.666.667
High,CD10,clear sky,Buffet,motorcycle,25,4.9,21.88,43.0,0.0,18.26,4.458.333.333
High,4C7A,clear sky,Snack,motorcycle,22,4.5,24.91,43.0,0.0,20.55,4.593.333.333
High,6931,clear sky,Buffet,scooter,23,4.5,24.93,44.0,0.0,15.56,3.646.666.667
High,7A93,clear sky,Snack,motorcycle,30,4.5,22.86,48.0,0.0,15.09,4.931.666.667
High,B90E,clear sky,Buffet,motorcycle,28,4.8,22.23,44.0,0.0,19.08,3.838.333.333
High,57FD,mist,Drinks,scooter,34,4.9,24.94,73.0,0.0,12.5,43.35
High,867C,haze,Snack,motorcycle,38,4.5,23.93,64.0,0.0,21.29,4.858.333.333
High,7A3B,clear sky,Snack,electric_scooter,26,4.4,22.26,44.0,0.0,16.74,4.203.333.333
High,45A3,smoke,Drinks,scooter,39,4.5,27.82,57.0,0.0,12.22,5.011.666.667
High,8C64,haze,Buffet,scooter,32,4.8,23.92,64.0,0.0,23.78,4.151.666.667
High,D4B5,clear sky,Drinks,motorcycle,34,3.6,23.65,39.0,0.0,22.6,50.2
High,C534,clear sky,Buffet,motorcycle,33,4.8,21.85,43.0,0.0,17.11,39.7
High,C335,clear sky,Meal,motorcycle,36,4.2,22.05,43.0,0.0,14.26,4.003.333.333
High,693,clear sky,Buffet,motorcycle,29,4.6,20.21,68.0,0.0,24.99,34.65
High,A880,mist,Snack,motorcycle,36,4.7,20.09,83.0,0.0,9.71,38.9
High,D5BC,clear sky,Meal,scooter,34,4.5,25.29,43.0,0.0,14.85,3.498.333.333
High,78D9,clear sky,Snack,scooter,34,4.9,23.43,47.0,0.0,15.3,47.6
High,872C,haze,Drinks,motorcycle,34,4.5,23.83,46.0,0.0,15.3,48.9
High,D0CB,clear sky,Drinks,motorcycle,29,4.6,25.58,42.0,0.0,13.12,4.221.666.667
High,2411,haze,Buffet,scooter,37,4.1,22.79,60.0,0.0,17.82,4.858.333.333
High,A018,scattered clouds,Meal,motorcycle,37,4.9,20.21,62.0,0.0,18.5,3.671.666.667
High,3216,haze,Snack,motorcycle,34,4.1,21.82,73.0,0.0,17.57,4.356.666.667
High,5F67,clear sky,Meal,motorcycle,22,4.8,22.29,43.0,0.0,19.17,4.286.666.667
High,4578,mist,Buffet,motorcycle,25,4.9,24.94,73.0,0.0,14.0,41
High,33BC,haze,Snack,motorcycle,34,4.1,25.97,73.0,0.0,16.82,41.65
High,39DF,haze,Buffet,scooter,36,4.6,23.17,72.0,0.0,12.65,3.771.666.667
High,2911,clear sky,Buffet,scooter,20,4.7,24.91,43.0,0.0,17.94,4.171.666.667
High,5869,haze,Snack,motorcycle,37,4.9,26.26,73.0,0.0,29.81,47.9
High,6069,clear sky,Meal,scooter,39,5.0,22.18,44.0,0.0,18.15,39.75
High,C689,haze,Snack,scooter,37,4.5,28.03,65.0,0.0,19.52,4.401.666.667
High,61EA,clear sky,Drinks,scooter,25,4.8,22.936907453726864,66.16488244122061,0.016233116558279144,17.99,#VALUE!
High,DC58,haze,Drinks,scooter,32,4.8,28.03,65.0,0.0,16.52,4.931.666.667
High,4774,haze,Meal,motorcycle,32,4.9,22.62,73.0,0.0,11.19,3.253.333.333
High,BEE3,clear sky,Buffet,motorcycle,37,4.4,24.91,42.0,0.0,20.55,41.4
High,8270,mist,Meal,motorcycle,20,4.6,20.19,83.0,0.0,15.67,36.5
High,6DC5,haze,Drinks,motorcycle,29,4.3,22.76,60.0,0.0,15.76,4.826.666.667
High,8742,haze,Drinks,motorcycle,29,5.0,22.84,60.0,0.0,15.81,4.823.333.333
High,1CD1,clear sky,Meal,motorcycle,37,4.2,22.86,28.0,0.0,19.23,4.583.333.333
High,8C86,haze,Meal,scooter,21,4.8,23.18,72.0,0.0,13.11,3.321.666.667
High,2F83,mist,Meal,motorcycle,27,4.7,20.15,83.0,0.0,15.26,3.508.333.333
High,473C,clear sky,Meal,motorcycle,31,4.6,22.32,43.0,0.0,25.66,41.85
High,C9B6,clear sky,Snack,motorcycle,27,4.5,21.93,43.0,0.0,19.93,44.1
High,1372,haze,Buffet,motorcycle,33,5.0,22.19,60.0,0.0,16.78,39.4
High,2F13,haze,Drinks,scooter,26,4.8,23.29,46.0,0.0,13.2,4.346.666.667
High,7686,haze,Meal,motorcycle,34,4.5,23.13,72.0,0.0,14.87,4.273.333.333
High,9F0B,haze,Drinks,motorcycle,28,4.6,22.14,73.0,0.0,20.92,5.203.333.333
High,760B,haze,Buffet,scooter,24,4.2,22.13,60.0,0.0,16.66,37.45
High,1FB1,clear sky,Drinks,motorcycle,29,5.0,20.23,67.0,0.0,25.0,50.75
High,21D7,haze,Buffet,motorcycle,36,3.5,22.71,73.0,0.0,12.81,39.35
High,87D4,clear sky,Drinks,electric_scooter,33,4.7,24.94,43.0,0.0,14.66,4.236.666.667
High,800B,clear sky,Drinks,motorcycle,25,4.1,22.26,44.0,0.0,16.74,4.523.333.333
High,967A,smoke,Drinks,scooter,37,4.6,28.01,57.0,0.0,18.09,5.658.333.333
High,EDB,haze,Snack,scooter,32,3.5,24.16,46.0,0.0,33.29,4.326.666.667
High,C28A,clear sky,Drinks,motorcycle,37,4.7,23.72,39.0,0.0,16.63,47.75
High,669E,haze,Meal,electric_scooter,20,4.9,22.82,60.0,0.0,14.87,3.631.666.667
High,554E,haze,Buffet,motorcycle,31,4.4,22.05,60.0,0.0,11.67,35.25
High,8CE6,clear sky,Drinks,scooter,35,4.3,22.24,44.0,0.0,18.76,4.498.333.333
High,3D2B,clear sky,Buffet,scooter,30,5.0,23.03,48.0,0.0,12.59,3.511.666.667
High,CF0A,clear sky,Meal,scooter,34,3.7,25.53,38.0,0.0,22.82,3.783.333.333
High,C194,scattered clouds,Meal,motorcycle,32,4.9,24.24,91.0,0.0,17.6,3.611.666.667
High,B472,clear sky,Buffet,scooter,39,4.6,24.93,42.0,0.0,16.73,3.593.333.333
High,BEB8,clear sky,Snack,motorcycle,34,4.1,24.91,42.0,0.0,30.26,49.95
High,A245,smoke,Snack,motorcycle,20,4.9,27.49,57.0,0.0,16.26,53.2
High,96D5,haze,Drinks,scooter,27,5.0,23.96,64.0,0.0,18.7,4.163.333.333
High,A37C,smoke,Snack,scooter,22,4.9,27.97,57.0,0.0,16.05,49.85
High,D0D9,clear sky,Meal,motorcycle,29,4.6,23.37,39.0,0.0,37.04,4.551.666.667
High,35C2,haze,Drinks,scooter,30,4.6,22.62,73.0,0.0,11.23,4.188.333.333
High,B03E,clear sky,Buffet,scooter,27,4.8,23.72,28.0,0.0,17.09,39.7
High,628B,clear sky,Buffet,motorcycle,21,4.8,23.9,28.0,0.0,19.83,4.663.333.333
High,1F61,smoke,Drinks,motorcycle,35,4.0,27.22,57.0,0.0,11.81,5.043.333.333
High,5E7D,clear sky,Snack,motorcycle,32,4.6,24.9,43.0,0.0,17.82,39.7
High,B543,haze,Drinks,scooter,30,4.1,26.0,73.0,0.0,15.77,4.443.333.333
High,A350,clear sky,Drinks,scooter,36,4.6,24.91,42.0,0.0,21.81,51.25
High,556F,haze,Buffet,electric_scooter,34,4.7,23.99,64.0,0.0,15.47,3.526.666.667
High,5201,haze,Meal,motorcycle,31,4.2,26.0,73.0,0.0,16.82,35.3
High,298F,scattered clouds,Drinks,motorcycle,38,4.8,20.25,63.0,0.0,19.03,4.851.666.667
High,B023,clear sky,Meal,electric_scooter,26,4.7,23.98,28.0,0.0,16.4,4.038.333.333
High,7228,haze,Meal,motorcycle,22,4.3,25.95,73.0,0.0,17.37,3.513.333.333
High,4DA1,clear sky,Buffet,scooter,31,4.4,22.68,49.0,0.0,15.81,3.716.666.667
High,280A,haze,Meal,motorcycle,33,4.2,23.93,64.0,0.0,20.24,37
High,32DE,clear sky,Drinks,motorcycle,32,4.4,23.84,28.0,0.0,22.6,54.9
High,EEB,clear sky,Meal,motorcycle,26,5.0,20.7,67.0,0.0,17.89,3.213.333.333
High,996A,haze,Drinks,scooter,25,4.8,22.93,60.0,0.0,17.37,51.8
High,3.00E+04,haze,Snack,motorcycle,27,4.8,22.33,73.0,0.0,20.5,50.35
High,6149,mist,Buffet,motorcycle,34,4.8,24.95,73.0,0.0,16.42,37.8
High,1DD5,clear sky,Meal,scooter,32,4.4,23.94,28.0,0.0,19.07,41.65
High,B009,haze,Snack,scooter,34,4.7,22.84,60.0,0.0,22.25,43.95
High,8A1E,haze,Drinks,scooter,31,4.9,22.6,73.0,0.0,12.5,46.3
High,B227,haze,Buffet,motorcycle,35,4.8,22.79,60.0,0.0,17.82,42.85
High,4C4B,haze,Drinks,motorcycle,29,4.8,25.87,73.0,0.0,14.7,45.6
High,BBE,clear sky,Buffet,motorcycle,29,4.6,22.98,48.0,0.0,16.68,4.318.333.333
High,2583,overcast clouds,Meal,electric_scooter,39,4.7,28.3,82.0,0.0,14.2,43.7
High,7624,clear sky,Buffet,motorcycle,30,4.8,20.61,67.0,0.0,13.43,3.883.333.333
High,D77,clear sky,Drinks,motorcycle,20,4.6,22.32,43.0,0.0,25.48,5.446.666.667
High,3339,clear sky,Drinks,motorcycle,21,4.1,22.23,44.0,0.0,19.08,4.513.333.333
High,6F1F,haze,Drinks,motorcycle,20,4.6,22.16,60.0,0.0,16.77,4.651.666.667
High,1179,haze,Snack,scooter,33,4.1,22.9,60.0,0.0,15.02,4.206.666.667
High,8C1F,haze,Meal,scooter,27,4.8,22.14,73.0,0.0,21.8,46.8
High,8074,clear sky,Buffet,scooter,39,5.0,20.81,67.0,0.0,12.3,39.5
High,2F43,mist,Buffet,scooter,26,5.0,20.2,83.0,0.0,11.38,37.4
High,73AC,haze,Meal,scooter,20,4.8,22.73,60.0,0.0,19.43,4.248.333.333
High,AD5D,clear sky,Drinks,motorcycle,36,3.2,24.91,42.0,0.0,21.05,5.271.666.667
High,1542,haze,Buffet,electric_scooter,25,4.8,23.53,73.0,0.0,12.86,3.416.666.667
High,74F7,clear sky,Buffet,motorcycle,29,4.4,22.75,49.0,0.0,18.69,4.036.666.667
High,406B,mist,Meal,scooter,39,4.5,20.19,83.0,0.0,15.03,36
High,9226,overcast clouds,Buffet,motorcycle,24,4.7,28.25,82.0,0.0,21.41,4.506.666.667
High,6088,haze,Buffet,scooter,31,4.3,22.8,60.0,0.0,18.18,4.201.666.667
High,1D1D,haze,Meal,motorcycle,25,4.7,26.18,73.0,0.0,23.43,39.8
